wav,dataset,speaker,label,start_sec,end_sec,duration_sec,rms_mean,rms_std,zcr_mean,spec_cent_mean,f0_mean,f0_median,f0_std,f0_min,f0_max,voiced_ratio
data/processed/audio/crema-d/1001/angry/1001_TAI_ANG_XX_16k_mono_trim_norm.wav,crema-d,1001,angry,0.0,1.44,1.44,0.04193688556551933,0.05618264898657799,0.07638225149601063,986.9176672169106,141.06618792918616,138.99182198423372,13.80517739226783,120.99940892192926,165.29006363084235,0.3085106313228607
data/processed/audio/crema-d/1001/angry/1001_TIE_ANG_XX_16k_mono_trim_norm.wav,crema-d,1001,angry,0.0,2.05,2.05,0.06536943465471268,0.06331123411655426,0.1050791638962766,1362.0632670131686,106.89863030672062,105.94630943592954,2.0970937572809403,104.12621525348065,110.31788221637464,0.16489361226558685
data/processed/audio/crema-d/1001/angry/1001_TSI_ANG_XX_16k_mono_trim_norm.wav,crema-d,1001,angry,0.0,1.38,1.38,0.06515198200941086,0.07973776757717133,0.14627399850398937,1477.9713210979246,167.25826876684664,181.29427068562208,23.239608417453724,131.19081044374488,184.46323871718783,0.1808510571718216
data/processed/audio/crema-d/1001/angry/1001_WSI_ANG_XX_16k_mono_trim_norm.wav,crema-d,1001,angry,0.0,1.92,1.92,0.04889955744147301,0.05416489765048027,0.1299009931848404,1553.5948582616822,0.0,0.0,0.0,0.0,0.0,0.0
data/processed/audio/crema-d/1001/disgust/1001_DFA_DIS_XX_16k_mono_trim_norm.wav,crema-d,1001,disgust,0.0,1.12,1.12,0.03304052725434303,0.05123105272650719,0.054658930352393616,749.0063361982479,0.0,0.0,0.0,0.0,0.0,0.0
data/processed/audio/crema-d/1001/disgust/1001_IEO_DIS_HI_16k_mono_trim_norm.wav,crema-d,1001,disgust,0.0,0.86,0.86,0.0406726710498333,0.07360924780368805,0.04500498670212766,573.262968730151,0.0,0.0,0.0,0.0,0.0,0.0
data/processed/audio/crema-d/1001/disgust/1001_IEO_DIS_LO_16k_mono_trim_norm.wav,crema-d,1001,disgust,0.0,2.0,2.0,0.07022542506456375,0.06219268590211868,0.05305383560505319,1001.8907858509856,0.0,0.0,0.0,0.0,0.0,0.0
data/processed/audio/crema-d/1001/disgust/1001_IEO_DIS_MD_16k_mono_trim_norm.wav,crema-d,1001,disgust,0.0,0.93,0.93,0.019566765055060387,0.03920434042811394,0.042046729554521274,615.3268322023281,0.0,0.0,0.0,0.0,0.0,0.0
data/processed/audio/crema-d/1001/disgust/1001_IOM_DIS_XX_16k_mono_trim_norm.wav,crema-d,1001,disgust,0.0,2.24,2.24,0.05360269173979759,0.05883254110813141,0.05674711186835106,1065.8002873568541,0.0,0.0,0.0,0.0,0.0,0.0
data/processed/audio/crema-d/1001/disgust/1001_ITH_DIS_XX_16k_mono_trim_norm.wav,crema-d,1001,disgust,0.0,2.14,2.14,0.06822662055492401,0.06681258976459503,0.07971970578457446,1244.276492103692,0.0,0.0,0.0,0.0,0.0,0.0
data/processed/audio/crema-d/1001/disgust/1001_ITS_DIS_XX_16k_mono_trim_norm.wav,crema-d,1001,disgust,0.0,2.08,2.08,0.045351870357990265,0.04770435020327568,0.10082228640292554,1378.5990599415006,0.0,0.0,0.0,0.0,0.0,0.0
data/processed/audio/crema-d/1001/disgust/1001_IWL_DIS_XX_16k_mono_trim_norm.wav,crema-d,1001,disgust,0.0,1.34,1.34,0.04094979539513588,0.054926153272390366,0.04239216256648936,705.2474367435884,0.0,0.0,0.0,0.0,0.0,0.0
data/processed/audio/crema-d/1001/disgust/1001_IWW_DIS_XX_16k_mono_trim_norm.wav,crema-d,1001,disgust,0.0,1.86,1.86,0.056845519691705704,0.073890320956707,0.06591537150930851,1034.5390579096118,0.0,0.0,0.0,0.0,0.0,0.0
data/processed/audio/crema-d/1001/disgust/1001_MTI_DIS_XX_16k_mono_trim_norm.wav,crema-d,1001,disgust,0.0,1.6,1.6,0.0611504390835762,0.07162566483020782,0.0466568317819149,747.6310890706925,0.0,0.0,0.0,0.0,0.0,0.0
data/processed/audio/crema-d/1001/disgust/1001_TAI_DIS_XX_16k_mono_trim_norm.wav,crema-d,1001,disgust,0.0,1.6,1.6,0.048653192818164825,0.057974349707365036,0.08845682347074468,1047.1671640801792,145.69074195330145,166.24757922855756,28.65406524679315,105.33610359548358,168.1792830507429,0.11170212924480438
data/processed/audio/crema-d/1001/disgust/1001_TIE_DIS_XX_16k_mono_trim_norm.wav,crema-d,1001,disgust,0.0,1.44,1.44,0.05827832594513893,0.07299691438674927,0.07211498503989362,900.0162420462641,132.07779009921592,130.07259963468115,11.990831462358203,109.68249796946259,148.1097552286564,0.24468085169792175
data/processed/audio/crema-d/1001/disgust/1001_TSI_DIS_XX_16k_mono_trim_norm.wav,crema-d,1001,disgust,0.0,1.18,1.18,0.04541481286287308,0.06721939146518707,0.13719664228723405,1352.796921617307,152.7951269232666,152.4497023255762,2.117939938301059,146.40856959456255,156.0130452026747,0.08510638028383255
data/processed/audio/crema-d/1001/disgust/1001_WSI_DIS_XX_16k_mono_trim_norm.wav,crema-d,1001,disgust,0.0,1.5,1.5,0.035748932510614395,0.04590514674782753,0.09248774102393617,1120.512532703087,117.44783725354426,116.87772485612456,1.2056710403557145,116.20455869578394,119.60961217374037,0.06382978707551956
data/processed/audio/crema-d/1001/fear/1001_DFA_FEA_XX_16k_mono_trim_norm.wav,crema-d,1001,fear,0.0,0.8,0.8,0.03987175598740578,0.07350581139326096,0.037878158244680854,556.3200305829758,210.791915094088,220.63576443274928,15.130171406640962,181.29427068562208,224.49240966187455,0.17553190886974335
data/processed/audio/crema-d/1001/fear/1001_IEO_FEA_HI_16k_mono_trim_norm.wav,crema-d,1001,fear,0.0,0.74,0.74,0.02973741851747036,0.06012730300426483,0.03459005152925532,510.5883244452634,200.34009911067287,215.59643660857103,26.576959838503598,151.57165665103983,221.91389441356898,0.20744681358337402
data/processed/audio/crema-d/1001/fear/1001_IEO_FEA_LO_16k_mono_trim_norm.wav,crema-d,1001,fear,0.0,1.25,1.25,0.02845161035656929,0.05308336764574051,0.04588804853723404,722.9917912029692,119.37460821301556,122.40535433046553,7.259053973371222,104.72941228206267,125.99210498948732,0.16489361226558685
data/processed/audio/crema-d/1001/fear/1001_IEO_FEA_MD_16k_mono_trim_norm.wav,crema-d,1001,fear,0.0,0.74,0.74,0.03245795890688896,0.06656832247972488,0.041932450964095744,538.5474489700215,0.0,0.0,0.0,0.0,0.0,0.0
data/processed/audio/crema-d/1001/fear/1001_IOM_FEA_XX_16k_mono_trim_norm.wav,crema-d,1001,fear,0.0,1.82,1.82,0.06963732093572617,0.0787389799952507,0.06414145611702128,1047.1646655210543,120.21913454958556,112.57132265577522,20.839518084163124,93.84379966711431,154.22108254079407,0.42553192377090454
data/processed/audio/crema-d/1001/fear/1001_ITH_FEA_XX_16k_mono_trim_norm.wav,crema-d,1001,fear,0.0,1.18,1.18,0.043134238570928574,0.06413955241441727,0.04750353224734043,687.0686557627199,160.28465342980954,160.5845763726753,3.440406351114332,154.22108254079407,167.2106416577019,0.11702127754688263
data/processed/audio/crema-d/1001/fear/1001_ITS_FEA_XX_16k_mono_trim_norm.wav,crema-d,1001,fear,0.0,1.12,1.12,0.04265386983752251,0.06271165609359741,0.06487647523271277,830.2269166634574,230.1280987836516,232.40911739156792,20.554628156135745,201.15858821357068,259.3679109302019,0.2606382966041565
data/processed/audio/crema-d/1001/fear/1001_IWL_FEA_XX_16k_mono_trim_norm.wav,crema-d,1001,fear,0.0,1.06,1.06,0.03468755632638931,0.054579902440309525,0.04095069398271277,624.1809421844929,197.18367148365454,204.67477839935495,23.15963146671673,155.11447618337345,224.49240966187455,0.2606382966041565
data/processed/audio/crema-d/1001/fear/1001_IWW_FEA_XX_16k_mono_trim_norm.wav,crema-d,1001,fear,0.0,0.93,0.93,0.03716723620891571,0.06672439724206924,0.05313435006648936,678.6564290349959,0.0,0.0,0.0,0.0,0.0,0.0
data/processed/audio/crema-d/1001/fear/1001_MTI_FEA_XX_16k_mono_trim_norm.wav,crema-d,1001,fear,0.0,1.25,1.25,0.059057366102933884,0.08112277090549469,0.0403559258643617,650.9657136415402,169.60972552553298,167.2106416577019,19.73619929015051,147.25670581005258,210.67220719096719,0.31382977962493896
data/processed/audio/crema-d/1001/fear/1001_TAI_FEA_XX_16k_mono_trim_norm.wav,crema-d,1001,fear,0.0,1.15,1.15,0.05060616508126259,0.0735015943646431,0.06340903424202128,797.2625679971304,193.42566145493677,186.60971136124527,21.33854032526526,151.57165665103983,233.75544971224912,0.3085106313228607
data/processed/audio/crema-d/1001/fear/1001_TIE_FEA_XX_16k_mono_trim_norm.wav,crema-d,1001,fear,0.0,1.15,1.15,0.031142283231019974,0.0466899536550045,0.05637830369015957,765.2126914465742,151.16468354000395,153.33283446696007,14.616618190856897,130.43520697655643,175.11872228117704,0.33510637283325195
data/processed/audio/crema-d/1001/fear/1001_TSI_FEA_XX_16k_mono_trim_norm.wav,crema-d,1001,fear,0.0,0.83,0.83,0.03719821199774742,0.06547507643699646,0.08997101479388298,937.601833635528,262.9171717967726,266.96797083400685,31.63129303387195,208.25243050696125,301.3973362949152,0.20212766528129578
data/processed/audio/crema-d/1001/fear/1001_WSI_FEA_XX_16k_mono_trim_norm.wav,crema-d,1001,fear,0.0,1.22,1.22,0.044380441308021545,0.061306629329919815,0.08371166472739362,991.8381108581912,227.18865787675665,223.1994285260446,16.640709294441926,185.5318233882619,249.08992447176465,0.31382977962493896
data/processed/audio/crema-d/1001/happy/1001_DFA_HAP_XX_16k_mono_trim_norm.wav,crema-d,1001,happy,0.0,0.9,0.9,0.02903781086206436,0.051056522876024246,0.03770154587765957,590.4079451993343,0.0,0.0,0.0,0.0,0.0,0.0
data/processed/audio/crema-d/1001/happy/1001_IEO_HAP_HI_16k_mono_trim_norm.wav,crema-d,1001,happy,0.0,1.12,1.12,0.05412357300519943,0.07885552197694778,0.06017287234042553,788.9601552430355,224.3990553107622,232.40911739156792,36.536383996318605,170.13343219017113,291.13063656843747,0.2978723347187042
data/processed/audio/crema-d/1001/happy/1001_IEO_HAP_LO_16k_mono_trim_norm.wav,crema-d,1001,happy,0.0,0.77,0.77,0.01925637573003769,0.03830984607338905,0.035852310505319146,517.4948248338638,0.0,0.0,0.0,0.0,0.0,0.0
data/processed/audio/crema-d/1001/happy/1001_IEO_HAP_MD_16k_mono_trim_norm.wav,crema-d,1001,happy,0.0,0.74,0.74,0.026868456974625587,0.053911685943603516,0.03773011552526596,535.5204175221468,135.26114321479525,136.60402567543954,8.433850252991064,125.99210498948732,145.56531828421873,0.11170212924480438
data/processed/audio/crema-d/1001/happy/1001_IOM_HAP_XX_16k_mono_trim_norm.wav,crema-d,1001,happy,0.0,1.02,1.02,0.04323679208755493,0.0682980939745903,0.033117416057180854,586.7022300611332,165.88613248621033,168.1792830507429,11.137266349612764,131.19081044374488,177.1535038204721,0.24468085169792175
data/processed/audio/crema-d/1001/happy/1001_ITH_HAP_XX_16k_mono_trim_norm.wav,crema-d,1001,happy,0.0,1.25,1.25,0.0397835448384285,0.05548817291855812,0.051461727061170214,734.7711167271093,0.0,0.0,0.0,0.0,0.0,0.0
data/processed/audio/crema-d/1001/happy/1001_ITS_HAP_XX_16k_mono_trim_norm.wav,crema-d,1001,happy,0.0,1.18,1.18,0.03493905067443848,0.05096607282757759,0.07130204870345745,865.7358442716728,0.0,0.0,0.0,0.0,0.0,0.0
data/processed/audio/crema-d/1001/happy/1001_IWL_HAP_XX_16k_mono_trim_norm.wav,crema-d,1001,happy,0.0,1.15,1.15,0.04489521682262421,0.06765810400247574,0.038065159574468085,614.7022499027289,204.6678635490289,202.3238880603845,26.46601336966675,164.33806291715806,256.3888163841458,0.2393617033958435
data/processed/audio/crema-d/1001/happy/1001_IWW_HAP_XX_16k_mono_trim_norm.wav,crema-d,1001,happy,0.0,0.99,0.99,0.03313424810767174,0.05469629913568497,0.0519759807180851,676.8464663944246,0.0,0.0,0.0,0.0,0.0,0.0
data/processed/audio/crema-d/1001/happy/1001_MTI_HAP_XX_16k_mono_trim_norm.wav,crema-d,1001,happy,0.0,1.34,1.34,0.05823814496397972,0.0764109343290329,0.04455826130319149,715.3340375043083,169.56333819518656,163.91948016103646,30.99387008233874,131.9507910772894,227.10088581417543,0.3191489279270172
data/processed/audio/crema-d/1001/happy/1001_TAI_HAP_XX_16k_mono_trim_norm.wav,crema-d,1001,happy,0.0,1.18,1.18,0.03823762387037277,0.055339619517326355,0.06200132978723404,799.2034472919369,150.76205426409783,142.24060181972814,27.850645229241714,120.30250360821167,210.67220719096719,0.292553186416626
data/processed/audio/crema-d/1001/happy/1001_TIE_HAP_XX_16k_mono_trim_norm.wav,crema-d,1001,happy,0.0,1.25,1.25,0.03895939141511917,0.057245779782533646,0.059866397938829786,799.1569757309035,160.09335728372878,161.5148333600084,13.67256786874842,136.60402567543954,189.86842419010387,0.2393617033958435
data/processed/audio/crema-d/1001/happy/1001_TSI_HAP_XX_16k_mono_trim_norm.wav,crema-d,1001,happy,0.0,0.9,0.9,0.03448779881000519,0.058428507298231125,0.08358699717420212,931.721574090556,208.99482841010825,223.20315203772176,39.60747082834286,143.893358001082,240.60500721642333,0.13829787075519562
data/processed/audio/crema-d/1001/happy/1001_WSI_HAP_XX_16k_mono_trim_norm.wav,crema-d,1001,happy,0.0,1.15,1.15,0.04559619352221489,0.06606125831604004,0.06655948720079788,880.0989921306823,179.4982785051919,180.2063789999437,26.735165997833988,148.1097552286564,209.4588245641254,0.12765957415103912
data/processed/audio/crema-d/1001/neutral/1001_DFA_NEU_XX_16k_mono_trim_norm.wav,crema-d,1001,neutral,0.0,0.93,0.93,0.0337904654443264,0.061708319932222366,0.035210792054521274,569.0320754525641,129.11101770620138,123.82763603774404,8.971174830738333,122.40535433046553,152.4497023255762,0.16489361226558685
data/processed/audio/crema-d/1001/neutral/1001_IEO_NEU_XX_16k_mono_trim_norm.wav,crema-d,1001,neutral,0.0,1.6,1.6,0.04509295895695686,0.06004355847835541,0.0516097697805851,877.7242938428343,99.5756475579094,99.71202119087738,1.256938066917901,98.2820598545251,101.16194403019225,0.12765957415103912
data/processed/audio/crema-d/1001/neutral/1001_IOM_NEU_XX_16k_mono_trim_norm.wav,crema-d,1001,neutral,0.0,1.15,1.15,0.04386462643742561,0.0702979788184166,0.037447016289893616,625.1093036959077,114.04766447106763,111.28946922503786,11.240553329655093,98.2820598545251,127.45606273192622,0.23404255509376526
data/processed/audio/crema-d/1001/neutral/1001_ITH_NEU_XX_16k_mono_trim_norm.wav,crema-d,1001,neutral,0.0,1.98,1.98,0.06041557341814041,0.06569797545671463,0.06359343833111702,985.3651979437153,0.0,0.0,0.0,0.0,0.0,0.0
data/processed/audio/crema-d/1001/neutral/1001_ITS_NEU_XX_16k_mono_trim_norm.wav,crema-d,1001,neutral,0.0,2.21,2.21,0.06442578136920929,0.06528054177761078,0.09326951047207446,1340.709296170064,155.23723263219063,143.65134691144857,45.890581973058936,102.3373891996775,229.73967099940702,0.39361703395843506
data/processed/audio/crema-d/1001/neutral/1001_IWL_NEU_XX_16k_mono_trim_norm.wav,crema-d,1001,neutral,0.0,1.5,1.5,0.0642256960272789,0.07769802957773209,0.04821517619680851,756.5719112026401,125.9073905291588,122.40535433046553,17.246236739052623,102.3373891996775,156.91681957935012,0.3404255211353302
data/processed/audio/crema-d/1001/neutral/1001_IWW_NEU_XX_16k_mono_trim_norm.wav,crema-d,1001,neutral,0.0,2.05,2.05,0.05723321810364723,0.06531888246536255,0.06544007646276596,1061.3049056239677,0.0,0.0,0.0,0.0,0.0,0.0
data/processed/audio/crema-d/1001/neutral/1001_MTI_NEU_XX_16k_mono_trim_norm.wav,crema-d,1001,neutral,0.0,1.41,1.41,0.06291724741458893,0.08032948523759842,0.04203893783244681,698.3447216938641,123.90412417956541,124.5449622358823,18.07155598528928,101.74796921026864,158.74010519681997,0.33510637283325195
data/processed/audio/crema-d/1001/neutral/1001_TAI_NEU_XX_16k_mono_trim_norm.wav,crema-d,1001,neutral,0.0,1.57,1.57,0.03148525580763817,0.04660537466406822,0.06924243683510638,970.404433513534,400.0,400.0,0.0,400.0,400.0,0.042553190141916275
data/processed/audio/crema-d/1001/neutral/1001_TIE_NEU_XX_16k_mono_trim_norm.wav,crema-d,1001,neutral,0.0,1.38,1.38,0.03483150526881218,0.04993763938546181,0.05375249335106383,797.1523771173771,0.0,0.0,0.0,0.0,0.0,0.0
data/processed/audio/crema-d/1001/neutral/1001_TSI_NEU_XX_16k_mono_trim_norm.wav,crema-d,1001,neutral,0.0,1.06,1.06,0.050650276243686676,0.07550857961177826,0.08836851728723404,1027.0373519369698,142.00215635467936,155.11447618337345,23.59205500509282,101.16194403019225,157.8258294677283,0.16489361226558685
data/processed/audio/crema-d/1001/neutral/1001_WSI_NEU_XX_16k_mono_trim_norm.wav,crema-d,1001,neutral,0.0,1.5,1.5,0.04289005324244499,0.05629609897732735,0.08302599318484043,1059.0575379950274,117.49770795055805,119.60961217374037,2.7813175907933765,111.59971426302234,120.30250360821167,0.0797872319817543
data/processed/audio/crema-d/1001/sad/1001_DFA_SAD_XX_16k_mono_trim_norm.wav,crema-d,1001,sad,0.0,1.95,1.95,0.03340873494744301,0.04309830069541931,0.05773666057180851,1012.698522190185,0.0,0.0,0.0,0.0,0.0,0.0
data/processed/audio/crema-d/1001/sad/1001_IEO_SAD_HI_16k_mono_trim_norm.wav,crema-d,1001,sad,0.0,1.94,1.94,0.0373033732175827,0.04960501939058304,0.05574197972074468,967.9505052240627,0.0,0.0,0.0,0.0,0.0,0.0
data/processed/audio/crema-d/1001/sad/1001_IEO_SAD_LO_16k_mono_trim_norm.wav,crema-d,1001,sad,0.0,1.9,1.9,0.05614680051803589,0.06656210869550705,0.0499527302194149,916.6475399732666,0.0,0.0,0.0,0.0,0.0,0.0
data/processed/audio/crema-d/1001/sad/1001_IEO_SAD_MD_16k_mono_trim_norm.wav,crema-d,1001,sad,0.0,1.74,1.74,0.04426150768995285,0.05320397764444351,0.049139793882978726,843.763622355625,0.0,0.0,0.0,0.0,0.0,0.0
data/processed/audio/crema-d/1001/sad/1001_IOM_SAD_XX_16k_mono_trim_norm.wav,crema-d,1001,sad,0.0,1.79,1.79,0.05335865169763565,0.07043302059173584,0.0481918010305851,849.042928518659,100.66662143575591,98.2820598545251,4.231894907579937,94.38743126816935,109.05077326652577,0.1702127605676651
data/processed/audio/crema-d/1001/sad/1001_ITH_SAD_XX_16k_mono_trim_norm.wav,crema-d,1001,sad,0.0,2.37,2.37,0.0721367597579956,0.06107228249311447,0.06962423121675532,1198.581230640136,0.0,0.0,0.0,0.0,0.0,0.0
data/processed/audio/crema-d/1001/sad/1001_ITS_SAD_XX_16k_mono_trim_norm.wav,crema-d,1001,sad,0.0,2.67,2.67,0.07983558624982834,0.061529338359832764,0.09918083028590426,1486.718972979311,0.0,0.0,0.0,0.0,0.0,0.0
data/processed/audio/crema-d/1001/sad/1001_IWL_SAD_XX_16k_mono_trim_norm.wav,crema-d,1001,sad,0.0,2.5,2.5,0.051028575748205185,0.050553228706121445,0.05724058759973404,1073.4726259020083,229.5362319906354,227.10088581417543,4.572867993326062,224.49240966187455,237.8414230005442,0.08510638028383255
data/processed/audio/crema-d/1001/sad/1001_IWW_SAD_XX_16k_mono_trim_norm.wav,crema-d,1001,sad,0.0,2.04,2.04,0.05749671533703804,0.06331514567136765,0.06961124501329788,1106.4971293839515,0.0,0.0,0.0,0.0,0.0,0.0
data/processed/audio/crema-d/1001/sad/1001_MTI_SAD_XX_16k_mono_trim_norm.wav,crema-d,1001,sad,0.0,1.34,1.34,0.03868989646434784,0.05475512146949768,0.042059715757978726,640.2947130711713,98.92362099829064,102.3373891996775,8.454614087965867,85.55950256826023,108.42268703014184,0.26595744490623474
data/processed/audio/crema-d/1001/sad/1001_TAI_SAD_XX_16k_mono_trim_norm.wav,crema-d,1001,sad,0.0,2.77,2.77,0.057525355368852615,0.045979052782058716,0.07919766040558511,1366.9060344005368,54.26359761610834,54.52538663326288,0.550265621081209,53.280025081424206,55.47847360339225,0.10106383264064789
data/processed/audio/crema-d/1001/sad/1001_TIE_SAD_XX_16k_mono_trim_norm.wav,crema-d,1001,sad,0.0,3.0,3.0,0.050603754818439484,0.039717115461826324,0.09276304853723404,1550.6494627578506,0.0,0.0,0.0,0.0,0.0,0.0
data/processed/audio/crema-d/1001/sad/1001_TSI_SAD_XX_16k_mono_trim_norm.wav,crema-d,1001,sad,0.0,2.3,2.3,0.05940358340740204,0.06612902134656906,0.10513110871010638,1462.0499229311833,0.0,0.0,0.0,0.0,0.0,0.0
data/processed/audio/crema-d/1001/sad/1001_WSI_SAD_XX_16k_mono_trim_norm.wav,crema-d,1001,sad,0.0,1.41,1.41,0.033894218504428864,0.05019884556531906,0.07165007895611702,946.3985968463376,0.0,0.0,0.0,0.0,0.0,0.0
data/processed/audio/crema-d/1002/angry/1002_DFA_ANG_XX_16k_mono_trim_norm.wav,crema-d,1002,angry,0.0,1.18,1.18,0.05099420249462128,0.07200868427753448,0.09805882230718085,1121.1584375324178,390.03641555416766,400.0,13.907593774352522,344.22057489773204,400.0,0.14361701905727386
data/processed/audio/crema-d/1002/angry/1002_IEO_ANG_HI_16k_mono_trim_norm.wav,crema-d,1002,angry,0.0,0.93,0.93,0.03405643627047539,0.05886857956647873,0.057921064660904256,757.7566023218862,226.86282685852274,232.40911739156792,9.814170415875447,203.49593842053727,247.65527207548806,0.13829787075519562
data/processed/audio/crema-d/1002/angry/1002_IEO_ANG_LO_16k_mono_trim_norm.wav,crema-d,1002,angry,0.0,0.86,0.86,0.028967522084712982,0.06027533859014511,0.05211882895611702,646.5262100358027,285.6620125051333,312.0260904053494,34.695871041516526,244.81070866093103,323.02966672001685,0.0904255285859108
data/processed/audio/crema-d/1002/angry/1002_IEO_ANG_MD_16k_mono_trim_norm.wav,crema-d,1002,angry,0.0,1.06,1.06,0.041388340294361115,0.06523476541042328,0.06502451795212766,870.2374990969456,296.93458219347144,296.2195104573129,6.884576964255431,276.38257599355524,306.66566893392013,0.14361701905727386
data/processed/audio/crema-d/1002/angry/1002_IOM_ANG_XX_16k_mono_trim_norm.wav,crema-d,1002,angry,0.0,1.34,1.34,0.056978579610586166,0.06904593855142593,0.08944117769281915,1150.574428162309,332.2143783806016,331.5708283748529,43.08755282906635,246.2288826689832,400.0,0.40425533056259155
data/processed/audio/crema-d/1002/angry/1002_ITH_ANG_XX_16k_mono_trim_norm.wav,crema-d,1002,angry,0.0,1.38,1.38,0.030550474300980568,0.046419449150562286,0.06595952460106383,966.4680785094097,242.63370404577014,208.25243050696125,59.16369858183021,184.46323871718783,375.3751986684572,0.39361703395843506
data/processed/audio/crema-d/1002/angry/1002_ITS_ANG_XX_16k_mono_trim_norm.wav,crema-d,1002,angry,0.0,1.86,1.86,0.02651750110089779,0.03286155313253403,0.09279161818484043,1272.674529048711,180.6900958431001,174.11011265922482,11.233038640219078,170.13343219017113,205.86044732869837,0.21276596188545227
data/processed/audio/crema-d/1002/angry/1002_IWL_ANG_XX_16k_mono_trim_norm.wav,crema-d,1002,angry,0.0,1.47,1.47,0.05198885500431061,0.06374304741621017,0.0567367229055851,880.5627081904939,217.20172614459284,205.86044732869837,33.621788320602036,171.11900513652043,274.79072949161787,0.292553186416626
data/processed/audio/crema-d/1002/angry/1002_IWW_ANG_XX_16k_mono_trim_norm.wav,crema-d,1002,angry,0.0,1.09,1.09,0.04069647565484047,0.06612285226583481,0.06404535821143617,853.3078760137046,247.27599627541557,247.65527207548806,2.2825247928568384,243.40070273411817,250.53288772482563,0.058510638773441315
data/processed/audio/crema-d/1002/angry/1002_MTI_ANG_XX_16k_mono_trim_norm.wav,crema-d,1002,angry,0.0,1.5,1.5,0.04817919060587883,0.06835435330867767,0.06220910904255319,940.2260709812523,210.21163035951386,202.3238880603845,16.157262484871055,184.46323871718783,256.3888163841458,0.3882978856563568
data/processed/audio/crema-d/1002/angry/1002_TAI_ANG_XX_16k_mono_trim_norm.wav,crema-d,1002,angry,0.0,1.18,1.18,0.04301542788743973,0.06723520904779434,0.0787353515625,1009.1222222337581,237.33484497696926,235.10958125672175,12.62387866476333,210.67220719096719,253.44393965741244,0.22340425848960876
data/processed/audio/crema-d/1002/angry/1002_TIE_ANG_XX_16k_mono_trim_norm.wav,crema-d,1002,angry,0.0,1.66,1.66,0.05631052702665329,0.067910335958004,0.12298194398271277,1519.8184351286438,362.0309198306665,368.92647743437567,25.908060204692053,321.1691527453505,400.0,0.31382977962493896
