filepath,label_raw,label_std,speaker_id,gender,age,dataset,duration_sec
data/processed/audio/crema-d/1001/fear/1001_TIE_FEA_XX_16k_mono_trim_norm.wav,FEA,fear,1001,,,crema-d,1.152
data/processed/audio/crema-d/1001/fear/1001_TSI_FEA_XX_16k_mono_trim_norm.wav,FEA,fear,1001,,,crema-d,0.832
data/processed/audio/crema-d/1001/fear/1001_WSI_FEA_XX_16k_mono_trim_norm.wav,FEA,fear,1001,,,crema-d,1.216
data/processed/audio/crema-d/1001/happy/1001_DFA_HAP_XX_16k_mono_trim_norm.wav,HAP,happy,1001,,,crema-d,0.896
data/processed/audio/crema-d/1001/happy/1001_IEO_HAP_HI_16k_mono_trim_norm.wav,HAP,happy,1001,,,crema-d,1.12
data/processed/audio/crema-d/1001/happy/1001_IEO_HAP_LO_16k_mono_trim_norm.wav,HAP,happy,1001,,,crema-d,0.768
data/processed/audio/crema-d/1001/happy/1001_IEO_HAP_MD_16k_mono_trim_norm.wav,HAP,happy,1001,,,crema-d,0.736
data/processed/audio/crema-d/1001/happy/1001_IOM_HAP_XX_16k_mono_trim_norm.wav,HAP,happy,1001,,,crema-d,1.024
data/processed/audio/crema-d/1001/happy/1001_ITH_HAP_XX_16k_mono_trim_norm.wav,HAP,happy,1001,,,crema-d,1.248
data/processed/audio/crema-d/1001/happy/1001_ITS_HAP_XX_16k_mono_trim_norm.wav,HAP,happy,1001,,,crema-d,1.184
data/processed/audio/crema-d/1001/happy/1001_IWL_HAP_XX_16k_mono_trim_norm.wav,HAP,happy,1001,,,crema-d,1.152
data/processed/audio/crema-d/1001/happy/1001_IWW_HAP_XX_16k_mono_trim_norm.wav,HAP,happy,1001,,,crema-d,0.992
data/processed/audio/crema-d/1001/happy/1001_MTI_HAP_XX_16k_mono_trim_norm.wav,HAP,happy,1001,,,crema-d,1.344
data/processed/audio/crema-d/1001/happy/1001_TAI_HAP_XX_16k_mono_trim_norm.wav,HAP,happy,1001,,,crema-d,1.184
data/processed/audio/crema-d/1001/happy/1001_TIE_HAP_XX_16k_mono_trim_norm.wav,HAP,happy,1001,,,crema-d,1.248
data/processed/audio/crema-d/1001/happy/1001_TSI_HAP_XX_16k_mono_trim_norm.wav,HAP,happy,1001,,,crema-d,0.896
data/processed/audio/crema-d/1001/happy/1001_WSI_HAP_XX_16k_mono_trim_norm.wav,HAP,happy,1001,,,crema-d,1.152
data/processed/audio/crema-d/1001/neutral/1001_DFA_NEU_XX_16k_mono_trim_norm.wav,NEU,neutral,1001,,,crema-d,0.928
data/processed/audio/crema-d/1001/neutral/1001_IEO_NEU_XX_16k_mono_trim_norm.wav,NEU,neutral,1001,,,crema-d,1.6
data/processed/audio/crema-d/1001/neutral/1001_IOM_NEU_XX_16k_mono_trim_norm.wav,NEU,neutral,1001,,,crema-d,1.152
data/processed/audio/crema-d/1001/neutral/1001_ITH_NEU_XX_16k_mono_trim_norm.wav,NEU,neutral,1001,,,crema-d,1.984
data/processed/audio/crema-d/1001/neutral/1001_ITS_NEU_XX_16k_mono_trim_norm.wav,NEU,neutral,1001,,,crema-d,2.208
data/processed/audio/crema-d/1001/neutral/1001_IWL_NEU_XX_16k_mono_trim_norm.wav,NEU,neutral,1001,,,crema-d,1.504
data/processed/audio/crema-d/1001/neutral/1001_IWW_NEU_XX_16k_mono_trim_norm.wav,NEU,neutral,1001,,,crema-d,2.048
data/processed/audio/crema-d/1001/neutral/1001_MTI_NEU_XX_16k_mono_trim_norm.wav,NEU,neutral,1001,,,crema-d,1.408
data/processed/audio/crema-d/1001/neutral/1001_TAI_NEU_XX_16k_mono_trim_norm.wav,NEU,neutral,1001,,,crema-d,1.568
data/processed/audio/crema-d/1001/neutral/1001_TIE_NEU_XX_16k_mono_trim_norm.wav,NEU,neutral,1001,,,crema-d,1.376
data/processed/audio/crema-d/1001/neutral/1001_TSI_NEU_XX_16k_mono_trim_norm.wav,NEU,neutral,1001,,,crema-d,1.056
data/processed/audio/crema-d/1001/neutral/1001_WSI_NEU_XX_16k_mono_trim_norm.wav,NEU,neutral,1001,,,crema-d,1.504
data/processed/audio/crema-d/1001/sad/1001_DFA_SAD_XX_16k_mono_trim_norm.wav,SAD,sad,1001,,,crema-d,1.952
data/processed/audio/crema-d/1001/sad/1001_IEO_SAD_HI_16k_mono_trim_norm.wav,SAD,sad,1001,,,crema-d,1.938
data/processed/audio/crema-d/1001/sad/1001_IEO_SAD_LO_16k_mono_trim_norm.wav,SAD,sad,1001,,,crema-d,1.9019
data/processed/audio/crema-d/1001/sad/1001_IEO_SAD_MD_16k_mono_trim_norm.wav,SAD,sad,1001,,,crema-d,1.7351
data/processed/audio/crema-d/1001/sad/1001_IOM_SAD_XX_16k_mono_trim_norm.wav,SAD,sad,1001,,,crema-d,1.792
data/processed/audio/crema-d/1001/sad/1001_ITH_SAD_XX_16k_mono_trim_norm.wav,SAD,sad,1001,,,crema-d,2.369
data/processed/audio/crema-d/1001/sad/1001_ITS_SAD_XX_16k_mono_trim_norm.wav,SAD,sad,1001,,,crema-d,2.6693
data/processed/audio/crema-d/1001/sad/1001_IWL_SAD_XX_16k_mono_trim_norm.wav,SAD,sad,1001,,,crema-d,2.496
data/processed/audio/crema-d/1001/sad/1001_IWW_SAD_XX_16k_mono_trim_norm.wav,SAD,sad,1001,,,crema-d,2.0354
data/processed/audio/crema-d/1001/sad/1001_MTI_SAD_XX_16k_mono_trim_norm.wav,SAD,sad,1001,,,crema-d,1.344
data/processed/audio/crema-d/1001/sad/1001_TAI_SAD_XX_16k_mono_trim_norm.wav,SAD,sad,1001,,,crema-d,2.7708
data/processed/audio/crema-d/1001/sad/1001_TIE_SAD_XX_16k_mono_trim_norm.wav,SAD,sad,1001,,,crema-d,3.0044
data/processed/audio/crema-d/1001/sad/1001_TSI_SAD_XX_16k_mono_trim_norm.wav,SAD,sad,1001,,,crema-d,2.304
data/processed/audio/crema-d/1001/sad/1001_WSI_SAD_XX_16k_mono_trim_norm.wav,SAD,sad,1001,,,crema-d,1.408
data/processed/audio/crema-d/1002/angry/1002_DFA_ANG_XX_16k_mono_trim_norm.wav,ANG,angry,1002,,,crema-d,1.184
data/processed/audio/crema-d/1002/angry/1002_IEO_ANG_HI_16k_mono_trim_norm.wav,ANG,angry,1002,,,crema-d,0.928
data/processed/audio/crema-d/1002/angry/1002_IEO_ANG_LO_16k_mono_trim_norm.wav,ANG,angry,1002,,,crema-d,0.864
data/processed/audio/crema-d/1002/angry/1002_IEO_ANG_MD_16k_mono_trim_norm.wav,ANG,angry,1002,,,crema-d,1.056
data/processed/audio/crema-d/1002/angry/1002_IOM_ANG_XX_16k_mono_trim_norm.wav,ANG,angry,1002,,,crema-d,1.344
data/processed/audio/crema-d/1002/angry/1002_ITH_ANG_XX_16k_mono_trim_norm.wav,ANG,angry,1002,,,crema-d,1.376
data/processed/audio/crema-d/1002/angry/1002_ITS_ANG_XX_16k_mono_trim_norm.wav,ANG,angry,1002,,,crema-d,1.856
data/processed/audio/crema-d/1002/angry/1002_IWL_ANG_XX_16k_mono_trim_norm.wav,ANG,angry,1002,,,crema-d,1.472
data/processed/audio/crema-d/1002/angry/1002_IWW_ANG_XX_16k_mono_trim_norm.wav,ANG,angry,1002,,,crema-d,1.088
data/processed/audio/crema-d/1002/angry/1002_MTI_ANG_XX_16k_mono_trim_norm.wav,ANG,angry,1002,,,crema-d,1.504
data/processed/audio/crema-d/1002/angry/1002_TAI_ANG_XX_16k_mono_trim_norm.wav,ANG,angry,1002,,,crema-d,1.184
data/processed/audio/crema-d/1002/angry/1002_TIE_ANG_XX_16k_mono_trim_norm.wav,ANG,angry,1002,,,crema-d,1.664
data/processed/audio/crema-d/1002/angry/1002_TSI_ANG_XX_16k_mono_trim_norm.wav,ANG,angry,1002,,,crema-d,1.184
data/processed/audio/crema-d/1002/angry/1002_WSI_ANG_XX_16k_mono_trim_norm.wav,ANG,angry,1002,,,crema-d,1.76
data/processed/audio/crema-d/1002/disgust/1002_DFA_DIS_XX_16k_mono_trim_norm.wav,DIS,disgust,1002,,,crema-d,2.496
data/processed/audio/crema-d/1002/disgust/1002_IEO_DIS_HI_16k_mono_trim_norm.wav,DIS,disgust,1002,,,crema-d,3.003
data/processed/audio/crema-d/1002/disgust/1002_IEO_DIS_LO_16k_mono_trim_norm.wav,DIS,disgust,1002,,,crema-d,1.12
data/processed/audio/crema-d/1002/disgust/1002_IEO_DIS_MD_16k_mono_trim_norm.wav,DIS,disgust,1002,,,crema-d,0.928
data/processed/audio/crema-d/1002/disgust/1002_IOM_DIS_XX_16k_mono_trim_norm.wav,DIS,disgust,1002,,,crema-d,1.344
data/processed/audio/crema-d/1002/disgust/1002_ITH_DIS_XX_16k_mono_trim_norm.wav,DIS,disgust,1002,,,crema-d,2.208
data/processed/audio/crema-d/1002/disgust/1002_ITS_DIS_XX_16k_mono_trim_norm.wav,DIS,disgust,1002,,,crema-d,2.784
data/processed/audio/crema-d/1002/disgust/1002_IWL_DIS_XX_16k_mono_trim_norm.wav,DIS,disgust,1002,,,crema-d,1.632
data/processed/audio/crema-d/1002/disgust/1002_IWW_DIS_XX_16k_mono_trim_norm.wav,DIS,disgust,1002,,,crema-d,1.44
data/processed/audio/crema-d/1002/disgust/1002_MTI_DIS_XX_16k_mono_trim_norm.wav,DIS,disgust,1002,,,crema-d,2.112
data/processed/audio/crema-d/1002/disgust/1002_TAI_DIS_XX_16k_mono_trim_norm.wav,DIS,disgust,1002,,,crema-d,1.632
data/processed/audio/crema-d/1002/disgust/1002_TIE_DIS_XX_16k_mono_trim_norm.wav,DIS,disgust,1002,,,crema-d,3.6036
data/processed/audio/crema-d/1002/disgust/1002_TSI_DIS_XX_16k_mono_trim_norm.wav,DIS,disgust,1002,,,crema-d,1.696
data/processed/audio/crema-d/1002/disgust/1002_WSI_DIS_XX_16k_mono_trim_norm.wav,DIS,disgust,1002,,,crema-d,2.08
data/processed/audio/crema-d/1002/fear/1002_DFA_FEA_XX_16k_mono_trim_norm.wav,FEA,fear,1002,,,crema-d,1.248
data/processed/audio/crema-d/1002/fear/1002_IEO_FEA_HI_16k_mono_trim_norm.wav,FEA,fear,1002,,,crema-d,0.928
data/processed/audio/crema-d/1002/fear/1002_IEO_FEA_LO_16k_mono_trim_norm.wav,FEA,fear,1002,,,crema-d,0.96
data/processed/audio/crema-d/1002/fear/1002_IEO_FEA_MD_16k_mono_trim_norm.wav,FEA,fear,1002,,,crema-d,1.856
data/processed/audio/crema-d/1002/fear/1002_IOM_FEA_XX_16k_mono_trim_norm.wav,FEA,fear,1002,,,crema-d,1.184
data/processed/audio/crema-d/1002/fear/1002_ITH_FEA_XX_16k_mono_trim_norm.wav,FEA,fear,1002,,,crema-d,3.424
data/processed/audio/crema-d/1002/fear/1002_ITS_FEA_XX_16k_mono_trim_norm.wav,FEA,fear,1002,,,crema-d,1.12
data/processed/audio/crema-d/1002/fear/1002_IWL_FEA_XX_16k_mono_trim_norm.wav,FEA,fear,1002,,,crema-d,3.232
data/processed/audio/crema-d/1002/fear/1002_IWW_FEA_XX_16k_mono_trim_norm.wav,FEA,fear,1002,,,crema-d,2.4
data/processed/audio/crema-d/1002/fear/1002_MTI_FEA_XX_16k_mono_trim_norm.wav,FEA,fear,1002,,,crema-d,1.536
data/processed/audio/crema-d/1002/fear/1002_TAI_FEA_XX_16k_mono_trim_norm.wav,FEA,fear,1002,,,crema-d,2.176
data/processed/audio/crema-d/1002/fear/1002_TIE_FEA_XX_16k_mono_trim_norm.wav,FEA,fear,1002,,,crema-d,2.048
data/processed/audio/crema-d/1002/fear/1002_TSI_FEA_XX_16k_mono_trim_norm.wav,FEA,fear,1002,,,crema-d,2.24
data/processed/audio/crema-d/1002/fear/1002_WSI_FEA_XX_16k_mono_trim_norm.wav,FEA,fear,1002,,,crema-d,1.376
data/processed/audio/crema-d/1002/happy/1002_DFA_HAP_XX_16k_mono_trim_norm.wav,HAP,happy,1002,,,crema-d,0.896
data/processed/audio/crema-d/1002/happy/1002_IEO_HAP_HI_16k_mono_trim_norm.wav,HAP,happy,1002,,,crema-d,1.088
data/processed/audio/crema-d/1002/happy/1002_IEO_HAP_LO_16k_mono_trim_norm.wav,HAP,happy,1002,,,crema-d,2.272
data/processed/audio/crema-d/1002/happy/1002_IEO_HAP_MD_16k_mono_trim_norm.wav,HAP,happy,1002,,,crema-d,1.056
data/processed/audio/crema-d/1002/happy/1002_IOM_HAP_XX_16k_mono_trim_norm.wav,HAP,happy,1002,,,crema-d,1.024
data/processed/audio/crema-d/1002/happy/1002_ITH_HAP_XX_16k_mono_trim_norm.wav,HAP,happy,1002,,,crema-d,1.376
data/processed/audio/crema-d/1002/happy/1002_ITS_HAP_XX_16k_mono_trim_norm.wav,HAP,happy,1002,,,crema-d,1.408
data/processed/audio/crema-d/1002/happy/1002_IWL_HAP_XX_16k_mono_trim_norm.wav,HAP,happy,1002,,,crema-d,1.984
data/processed/audio/crema-d/1002/happy/1002_IWW_HAP_XX_16k_mono_trim_norm.wav,HAP,happy,1002,,,crema-d,1.408
data/processed/audio/crema-d/1002/happy/1002_MTI_HAP_XX_16k_mono_trim_norm.wav,HAP,happy,1002,,,crema-d,1.344
data/processed/audio/crema-d/1002/happy/1002_TAI_HAP_XX_16k_mono_trim_norm.wav,HAP,happy,1002,,,crema-d,1.408
data/processed/audio/crema-d/1002/happy/1002_TIE_HAP_XX_16k_mono_trim_norm.wav,HAP,happy,1002,,,crema-d,1.536
data/processed/audio/crema-d/1002/happy/1002_TSI_HAP_XX_16k_mono_trim_norm.wav,HAP,happy,1002,,,crema-d,1.056
data/processed/audio/crema-d/1002/happy/1002_WSI_HAP_XX_16k_mono_trim_norm.wav,HAP,happy,1002,,,crema-d,1.504
data/processed/audio/crema-d/1002/neutral/1002_DFA_NEU_XX_16k_mono_trim_norm.wav,NEU,neutral,1002,,,crema-d,2.496
data/processed/audio/crema-d/1002/neutral/1002_IEO_NEU_XX_16k_mono_trim_norm.wav,NEU,neutral,1002,,,crema-d,2.56
data/processed/audio/crema-d/1002/neutral/1002_IOM_NEU_XX_16k_mono_trim_norm.wav,NEU,neutral,1002,,,crema-d,2.272
data/processed/audio/crema-d/1002/neutral/1002_ITH_NEU_XX_16k_mono_trim_norm.wav,NEU,neutral,1002,,,crema-d,2.496
data/processed/audio/crema-d/1002/neutral/1002_ITS_NEU_XX_16k_mono_trim_norm.wav,NEU,neutral,1002,,,crema-d,2.272
data/processed/audio/crema-d/1002/neutral/1002_IWL_NEU_XX_16k_mono_trim_norm.wav,NEU,neutral,1002,,,crema-d,2.6039
data/processed/audio/crema-d/1002/neutral/1002_IWW_NEU_XX_16k_mono_trim_norm.wav,NEU,neutral,1002,,,crema-d,2.464
data/processed/audio/crema-d/1002/neutral/1002_MTI_NEU_XX_16k_mono_trim_norm.wav,NEU,neutral,1002,,,crema-d,2.8695
data/processed/audio/crema-d/1002/neutral/1002_TAI_NEU_XX_16k_mono_trim_norm.wav,NEU,neutral,1002,,,crema-d,2.624
data/processed/audio/crema-d/1002/neutral/1002_TSI_NEU_XX_16k_mono_trim_norm.wav,NEU,neutral,1002,,,crema-d,2.369
data/processed/audio/crema-d/1002/neutral/1002_WSI_NEU_XX_16k_mono_trim_norm.wav,NEU,neutral,1002,,,crema-d,2.336
data/processed/audio/crema-d/1002/sad/1002_DFA_SAD_XX_16k_mono_trim_norm.wav,SAD,sad,1002,,,crema-d,2.369
data/processed/audio/crema-d/1002/sad/1002_IEO_SAD_HI_16k_mono_trim_norm.wav,SAD,sad,1002,,,crema-d,2.7361
data/processed/audio/crema-d/1002/sad/1002_IEO_SAD_LO_16k_mono_trim_norm.wav,SAD,sad,1002,,,crema-d,2.2689
data/processed/audio/crema-d/1002/sad/1002_IEO_SAD_MD_16k_mono_trim_norm.wav,SAD,sad,1002,,,crema-d,2.3691
data/processed/audio/crema-d/1002/sad/1002_IOM_SAD_XX_16k_mono_trim_norm.wav,SAD,sad,1002,,,crema-d,2.624
data/processed/audio/crema-d/1002/sad/1002_ITH_SAD_XX_16k_mono_trim_norm.wav,SAD,sad,1002,,,crema-d,2.7361
data/processed/audio/crema-d/1002/sad/1002_ITS_SAD_XX_16k_mono_trim_norm.wav,SAD,sad,1002,,,crema-d,2.6359
data/processed/audio/crema-d/1002/sad/1002_IWL_SAD_XX_16k_mono_trim_norm.wav,SAD,sad,1002,,,crema-d,2.6707
data/processed/audio/crema-d/1002/sad/1002_IWW_SAD_XX_16k_mono_trim_norm.wav,SAD,sad,1002,,,crema-d,2.369
data/processed/audio/crema-d/1002/sad/1002_MTI_SAD_XX_16k_mono_trim_norm.wav,SAD,sad,1002,,,crema-d,2.368
data/processed/audio/crema-d/1002/sad/1002_TAI_SAD_XX_16k_mono_trim_norm.wav,SAD,sad,1002,,,crema-d,2.7374
data/processed/audio/crema-d/1002/sad/1002_TIE_SAD_XX_16k_mono_trim_norm.wav,SAD,sad,1002,,,crema-d,1.952
data/processed/audio/crema-d/1002/sad/1002_TSI_SAD_XX_16k_mono_trim_norm.wav,SAD,sad,1002,,,crema-d,2.4024
data/processed/audio/crema-d/1002/sad/1002_WSI_SAD_XX_16k_mono_trim_norm.wav,SAD,sad,1002,,,crema-d,2.7361
data/processed/audio/crema-d/1003/angry/1003_DFA_ANG_XX_16k_mono_trim_norm.wav,ANG,angry,1003,,,crema-d,1.408
data/processed/audio/crema-d/1003/angry/1003_IEO_ANG_HI_16k_mono_trim_norm.wav,ANG,angry,1003,,,crema-d,1.184
data/processed/audio/crema-d/1003/angry/1003_IEO_ANG_LO_16k_mono_trim_norm.wav,ANG,angry,1003,,,crema-d,0.96
data/processed/audio/crema-d/1003/angry/1003_IEO_ANG_MD_16k_mono_trim_norm.wav,ANG,angry,1003,,,crema-d,1.152
data/processed/audio/crema-d/1003/angry/1003_IOM_ANG_XX_16k_mono_trim_norm.wav,ANG,angry,1003,,,crema-d,1.76
data/processed/audio/crema-d/1003/angry/1003_ITH_ANG_XX_16k_mono_trim_norm.wav,ANG,angry,1003,,,crema-d,1.76
data/processed/audio/crema-d/1003/angry/1003_ITS_ANG_XX_16k_mono_trim_norm.wav,ANG,angry,1003,,,crema-d,2.112
data/processed/audio/crema-d/1003/angry/1003_IWL_ANG_XX_16k_mono_trim_norm.wav,ANG,angry,1003,,,crema-d,2.464
data/processed/audio/crema-d/1003/angry/1003_IWW_ANG_XX_16k_mono_trim_norm.wav,ANG,angry,1003,,,crema-d,1.696
data/processed/audio/crema-d/1003/angry/1003_MTI_ANG_XX_16k_mono_trim_norm.wav,ANG,angry,1003,,,crema-d,1.7876
data/processed/audio/crema-d/1003/angry/1003_TAI_ANG_XX_16k_mono_trim_norm.wav,ANG,angry,1003,,,crema-d,1.632
data/processed/audio/crema-d/1003/angry/1003_TIE_ANG_XX_16k_mono_trim_norm.wav,ANG,angry,1003,,,crema-d,1.76
data/processed/audio/crema-d/1003/angry/1003_TSI_ANG_XX_16k_mono_trim_norm.wav,ANG,angry,1003,,,crema-d,3.584
data/processed/audio/crema-d/1003/angry/1003_WSI_ANG_XX_16k_mono_trim_norm.wav,ANG,angry,1003,,,crema-d,2.208
data/processed/audio/crema-d/1003/disgust/1003_DFA_DIS_XX_16k_mono_trim_norm.wav,DIS,disgust,1003,,,crema-d,3.2366
data/processed/audio/crema-d/1003/disgust/1003_IEO_DIS_HI_16k_mono_trim_norm.wav,DIS,disgust,1003,,,crema-d,1.28
data/processed/audio/crema-d/1003/disgust/1003_IEO_DIS_LO_16k_mono_trim_norm.wav,DIS,disgust,1003,,,crema-d,2.002
data/processed/audio/crema-d/1003/disgust/1003_IEO_DIS_MD_16k_mono_trim_norm.wav,DIS,disgust,1003,,,crema-d,2.0688
data/processed/audio/crema-d/1003/disgust/1003_IOM_DIS_XX_16k_mono_trim_norm.wav,DIS,disgust,1003,,,crema-d,3.008
data/processed/audio/crema-d/1003/disgust/1003_ITH_DIS_XX_16k_mono_trim_norm.wav,DIS,disgust,1003,,,crema-d,3.968
data/processed/audio/crema-d/1003/disgust/1003_ITS_DIS_XX_16k_mono_trim_norm.wav,DIS,disgust,1003,,,crema-d,3.7037
data/processed/audio/crema-d/1003/disgust/1003_IWL_DIS_XX_16k_mono_trim_norm.wav,DIS,disgust,1003,,,crema-d,4.32
data/processed/audio/crema-d/1003/disgust/1003_IWW_DIS_XX_16k_mono_trim_norm.wav,DIS,disgust,1003,,,crema-d,3.1031
data/processed/audio/crema-d/1003/disgust/1003_MTI_DIS_XX_16k_mono_trim_norm.wav,DIS,disgust,1003,,,crema-d,4.2056
data/processed/audio/crema-d/1003/disgust/1003_TAI_DIS_XX_16k_mono_trim_norm.wav,DIS,disgust,1003,,,crema-d,1.824
data/processed/audio/crema-d/1003/disgust/1003_TIE_DIS_XX_16k_mono_trim_norm.wav,DIS,disgust,1003,,,crema-d,2.976
data/processed/audio/crema-d/1003/disgust/1003_TSI_DIS_XX_16k_mono_trim_norm.wav,DIS,disgust,1003,,,crema-d,3.584
data/processed/audio/crema-d/1003/disgust/1003_WSI_DIS_XX_16k_mono_trim_norm.wav,DIS,disgust,1003,,,crema-d,3.4381
data/processed/audio/crema-d/1003/fear/1003_DFA_FEA_XX_16k_mono_trim_norm.wav,FEA,fear,1003,,,crema-d,2.976
data/processed/audio/crema-d/1003/fear/1003_IEO_FEA_HI_16k_mono_trim_norm.wav,FEA,fear,1003,,,crema-d,1.664
data/processed/audio/crema-d/1003/fear/1003_IEO_FEA_LO_16k_mono_trim_norm.wav,FEA,fear,1003,,,crema-d,2.528
data/processed/audio/crema-d/1003/fear/1003_IEO_FEA_MD_16k_mono_trim_norm.wav,FEA,fear,1003,,,crema-d,2.5025
data/processed/audio/crema-d/1003/fear/1003_IOM_FEA_XX_16k_mono_trim_norm.wav,FEA,fear,1003,,,crema-d,2.656
data/processed/audio/crema-d/1003/fear/1003_ITH_FEA_XX_16k_mono_trim_norm.wav,FEA,fear,1003,,,crema-d,3.5369
data/processed/audio/crema-d/1003/fear/1003_ITS_FEA_XX_16k_mono_trim_norm.wav,FEA,fear,1003,,,crema-d,3.1364
data/processed/audio/crema-d/1003/fear/1003_IWL_FEA_XX_16k_mono_trim_norm.wav,FEA,fear,1003,,,crema-d,1.6
