in_path,out_path,sr,duration_sec,peak,rms,trim_top_db
data/raw/crema-d/1001_IOM_HAP_XX.wav,data/interim/crema-d/1001/1001_IOM_HAP_XX_16k_mono_trim_norm.wav,16000,1.024,0.8912509679794312,0.13856948912143707,20
data/raw/crema-d/1001_IOM_NEU_XX.wav,data/interim/crema-d/1001/1001_IOM_NEU_XX_16k_mono_trim_norm.wav,16000,1.152,0.8912509083747864,0.13398882746696472,20
data/raw/crema-d/1001_IOM_SAD_XX.wav,data/interim/crema-d/1001/1001_IOM_SAD_XX_16k_mono_trim_norm.wav,16000,1.792,0.8912509679794312,0.11450444906949997,20
data/raw/crema-d/1001_ITH_ANG_XX.wav,data/interim/crema-d/1001/1001_ITH_ANG_XX_16k_mono_trim_norm.wav,16000,1.376,0.8912509679794312,0.11975687742233276,20
data/raw/crema-d/1001_ITH_DIS_XX.wav,data/interim/crema-d/1001/1001_ITH_DIS_XX_16k_mono_trim_norm.wav,16000,2.144,0.8912509083747864,0.11365499347448349,20
data/raw/crema-d/1001_ITH_FEA_XX.wav,data/interim/crema-d/1001/1001_ITH_FEA_XX_16k_mono_trim_norm.wav,16000,1.184,0.8912509679794312,0.12320798635482788,20
data/raw/crema-d/1001_ITH_HAP_XX.wav,data/interim/crema-d/1001/1001_ITH_HAP_XX_16k_mono_trim_norm.wav,16000,1.248,0.8912509083747864,0.10601174831390381,20
data/raw/crema-d/1001_ITH_NEU_XX.wav,data/interim/crema-d/1001/1001_ITH_NEU_XX_16k_mono_trim_norm.wav,16000,1.984,0.8912509083747864,0.1099134013056755,20
data/raw/crema-d/1001_ITH_SAD_XX.wav,data/interim/crema-d/1001/1001_ITH_SAD_XX_16k_mono_trim_norm.wav,16000,2.369,0.8912509679794312,0.10655172169208527,20
data/raw/crema-d/1001_ITS_ANG_XX.wav,data/interim/crema-d/1001/1001_ITS_ANG_XX_16k_mono_trim_norm.wav,16000,1.632,0.8912509083747864,0.08883308619260788,20
data/raw/crema-d/1001_ITS_DIS_XX.wav,data/interim/crema-d/1001/1001_ITS_DIS_XX_16k_mono_trim_norm.wav,16000,2.08,0.8912509679794312,0.07917435467243195,20
data/raw/crema-d/1001_ITS_FEA_XX.wav,data/interim/crema-d/1001/1001_ITS_FEA_XX_16k_mono_trim_norm.wav,16000,1.12,0.8912509679794312,0.12431551516056061,20
data/raw/crema-d/1001_ITS_HAP_XX.wav,data/interim/crema-d/1001/1001_ITS_HAP_XX_16k_mono_trim_norm.wav,16000,1.184,0.8912509083747864,0.09852055460214615,20
data/raw/crema-d/1001_ITS_NEU_XX.wav,data/interim/crema-d/1001/1001_ITS_NEU_XX_16k_mono_trim_norm.wav,16000,2.208,0.8912509083747864,0.10706494003534317,20
data/raw/crema-d/1001_ITS_SAD_XX.wav,data/interim/crema-d/1001/1001_ITS_SAD_XX_16k_mono_trim_norm.wav,16000,2.6693,0.8912509083747864,0.10703450441360474,20
data/raw/crema-d/1001_IWL_ANG_XX.wav,data/interim/crema-d/1001/1001_IWL_ANG_XX_16k_mono_trim_norm.wav,16000,2.112,0.8912509083747864,0.11000252515077591,20
data/raw/crema-d/1001_IWL_DIS_XX.wav,data/interim/crema-d/1001/1001_IWL_DIS_XX_16k_mono_trim_norm.wav,16000,1.344,0.8912509083747864,0.10254769772291183,20
data/raw/crema-d/1001_IWL_FEA_XX.wav,data/interim/crema-d/1001/1001_IWL_FEA_XX_16k_mono_trim_norm.wav,16000,1.056,0.8912509679794312,0.10915592312812805,20
data/raw/crema-d/1001_IWL_HAP_XX.wav,data/interim/crema-d/1001/1001_IWL_HAP_XX_16k_mono_trim_norm.wav,16000,1.152,0.8912509679794312,0.13123354315757751,20
data/raw/crema-d/1001_IWL_NEU_XX.wav,data/interim/crema-d/1001/1001_IWL_NEU_XX_16k_mono_trim_norm.wav,16000,1.504,0.8912509679794312,0.14256882667541504,20
data/raw/crema-d/1001_IWL_SAD_XX.wav,data/interim/crema-d/1001/1001_IWL_SAD_XX_16k_mono_trim_norm.wav,16000,2.496,0.8912509083747864,0.07887359708547592,20
data/raw/crema-d/1001_IWW_ANG_XX.wav,data/interim/crema-d/1001/1001_IWW_ANG_XX_16k_mono_trim_norm.wav,16000,1.12,0.8912509083747864,0.1306859254837036,20
data/raw/crema-d/1001_IWW_DIS_XX.wav,data/interim/crema-d/1001/1001_IWW_DIS_XX_16k_mono_trim_norm.wav,16000,1.856,0.8912509679794312,0.11871396005153656,20
data/raw/crema-d/1001_IWW_FEA_XX.wav,data/interim/crema-d/1001/1001_IWW_FEA_XX_16k_mono_trim_norm.wav,16000,0.928,0.8912509679794312,0.1376185119152069,20
data/raw/crema-d/1001_IWW_HAP_XX.wav,data/interim/crema-d/1001/1001_IWW_HAP_XX_16k_mono_trim_norm.wav,16000,0.992,0.8912509679794312,0.11136717349290848,20
data/raw/crema-d/1001_IWW_NEU_XX.wav,data/interim/crema-d/1001/1001_IWW_NEU_XX_16k_mono_trim_norm.wav,16000,2.048,0.8912509679794312,0.10526039451360703,20
data/raw/crema-d/1001_IWW_SAD_XX.wav,data/interim/crema-d/1001/1001_IWW_SAD_XX_16k_mono_trim_norm.wav,16000,2.0354,0.8912509083747864,0.10399814695119858,20
data/raw/crema-d/1001_MTI_ANG_XX.wav,data/interim/crema-d/1001/1001_MTI_ANG_XX_16k_mono_trim_norm.wav,16000,1.856,0.8912509083747864,0.1292361617088318,20
data/raw/crema-d/1001_MTI_DIS_XX.wav,data/interim/crema-d/1001/1001_MTI_DIS_XX_16k_mono_trim_norm.wav,16000,1.6,0.8912509679794312,0.12916792929172516,20
data/raw/crema-d/1001_MTI_FEA_XX.wav,data/interim/crema-d/1001/1001_MTI_FEA_XX_16k_mono_trim_norm.wav,16000,1.248,0.8912509679794312,0.15593549609184265,20
data/raw/crema-d/1001_MTI_HAP_XX.wav,data/interim/crema-d/1001/1001_MTI_HAP_XX_16k_mono_trim_norm.wav,16000,1.344,0.8912509679794312,0.14373594522476196,20
data/raw/crema-d/1001_MTI_NEU_XX.wav,data/interim/crema-d/1001/1001_MTI_NEU_XX_16k_mono_trim_norm.wav,16000,1.408,0.8912509679794312,0.14915049076080322,20
data/raw/crema-d/1001_MTI_SAD_XX.wav,data/interim/crema-d/1001/1001_MTI_SAD_XX_16k_mono_trim_norm.wav,16000,1.344,0.8912509083747864,0.10039317607879639,20
data/raw/crema-d/1001_TAI_ANG_XX.wav,data/interim/crema-d/1001/1001_TAI_ANG_XX_16k_mono_trim_norm.wav,16000,1.44,0.8912509679794312,0.10132918506860733,20
data/raw/crema-d/1001_TAI_DIS_XX.wav,data/interim/crema-d/1001/1001_TAI_DIS_XX_16k_mono_trim_norm.wav,16000,1.6,0.8912509679794312,0.10379291325807571,20
data/raw/crema-d/1001_TAI_FEA_XX.wav,data/interim/crema-d/1001/1001_TAI_FEA_XX_16k_mono_trim_norm.wav,16000,1.152,0.8912509083747864,0.14422467350959778,20
data/raw/crema-d/1001_TAI_HAP_XX.wav,data/interim/crema-d/1001/1001_TAI_HAP_XX_16k_mono_trim_norm.wav,16000,1.184,0.8912509679794312,0.10725734382867813,20
data/raw/crema-d/1001_TAI_NEU_XX.wav,data/interim/crema-d/1001/1001_TAI_NEU_XX_16k_mono_trim_norm.wav,16000,1.568,0.8912509083747864,0.07791882753372192,20
data/raw/crema-d/1001_TAI_SAD_XX.wav,data/interim/crema-d/1001/1001_TAI_SAD_XX_16k_mono_trim_norm.wav,16000,2.7708,0.8912509679794312,0.07674229145050049,20
data/raw/crema-d/1001_TIE_ANG_XX.wav,data/interim/crema-d/1001/1001_TIE_ANG_XX_16k_mono_trim_norm.wav,16000,2.048,0.8912509679794312,0.11046013236045837,20
data/raw/crema-d/1001_TIE_DIS_XX.wav,data/interim/crema-d/1001/1001_TIE_DIS_XX_16k_mono_trim_norm.wav,16000,1.44,0.8912509083747864,0.13502204418182373,20
data/raw/crema-d/1001_TIE_FEA_XX.wav,data/interim/crema-d/1001/1001_TIE_FEA_XX_16k_mono_trim_norm.wav,16000,1.152,0.8912509679794312,0.09070649743080139,20
data/raw/crema-d/1001_TIE_HAP_XX.wav,data/interim/crema-d/1001/1001_TIE_HAP_XX_16k_mono_trim_norm.wav,16000,1.248,0.8912509679794312,0.10750550031661987,20
data/raw/crema-d/1001_TIE_NEU_XX.wav,data/interim/crema-d/1001/1001_TIE_NEU_XX_16k_mono_trim_norm.wav,16000,1.376,0.8912509679794312,0.09003589302301407,20
data/raw/crema-d/1001_TIE_SAD_XX.wav,data/interim/crema-d/1001/1001_TIE_SAD_XX_16k_mono_trim_norm.wav,16000,3.0044,0.8912509083747864,0.06441078335046768,20
data/raw/crema-d/1001_TSI_ANG_XX.wav,data/interim/crema-d/1001/1001_TSI_ANG_XX_16k_mono_trim_norm.wav,16000,1.376,0.8912509679794312,0.1523851603269577,20
data/raw/crema-d/1001_TSI_DIS_XX.wav,data/interim/crema-d/1001/1001_TSI_DIS_XX_16k_mono_trim_norm.wav,16000,1.184,0.8912509083747864,0.12936469912528992,20
data/raw/crema-d/1001_TSI_FEA_XX.wav,data/interim/crema-d/1001/1001_TSI_FEA_XX_16k_mono_trim_norm.wav,16000,0.832,0.8912509679794312,0.14322757720947266,20
data/raw/crema-d/1001_TSI_HAP_XX.wav,data/interim/crema-d/1001/1001_TSI_HAP_XX_16k_mono_trim_norm.wav,16000,0.896,0.8912509679794312,0.12437479197978973,20
data/raw/crema-d/1001_TSI_NEU_XX.wav,data/interim/crema-d/1001/1001_TSI_NEU_XX_16k_mono_trim_norm.wav,16000,1.056,0.8912509679794312,0.15361234545707703,20
data/raw/crema-d/1001_TSI_SAD_XX.wav,data/interim/crema-d/1001/1001_TSI_SAD_XX_16k_mono_trim_norm.wav,16000,2.304,0.8912509679794312,0.10158323496580124,20
data/raw/crema-d/1001_WSI_ANG_XX.wav,data/interim/crema-d/1001/1001_WSI_ANG_XX_16k_mono_trim_norm.wav,16000,1.92,0.8912509679794312,0.09140472114086151,20
data/raw/crema-d/1001_WSI_DIS_XX.wav,data/interim/crema-d/1001/1001_WSI_DIS_XX_16k_mono_trim_norm.wav,16000,1.504,0.8912509083747864,0.0823369175195694,20
data/raw/crema-d/1001_WSI_FEA_XX.wav,data/interim/crema-d/1001/1001_WSI_FEA_XX_16k_mono_trim_norm.wav,16000,1.216,0.8912509679794312,0.11906642466783524,20
data/raw/crema-d/1001_WSI_HAP_XX.wav,data/interim/crema-d/1001/1001_WSI_HAP_XX_16k_mono_trim_norm.wav,16000,1.152,0.8912509083747864,0.12973153591156006,20
data/raw/crema-d/1001_WSI_NEU_XX.wav,data/interim/crema-d/1001/1001_WSI_NEU_XX_16k_mono_trim_norm.wav,16000,1.504,0.8912509083747864,0.10010125488042831,20
data/raw/crema-d/1001_WSI_SAD_XX.wav,data/interim/crema-d/1001/1001_WSI_SAD_XX_16k_mono_trim_norm.wav,16000,1.408,0.8912509083747864,0.08855646103620529,20
data/raw/crema-d/1002_DFA_ANG_XX.wav,data/interim/crema-d/1002/1002_DFA_ANG_XX_16k_mono_trim_norm.wav,16000,1.184,0.8912509679794312,0.14067822694778442,20
data/raw/crema-d/1002_DFA_DIS_XX.wav,data/interim/crema-d/1002/1002_DFA_DIS_XX_16k_mono_trim_norm.wav,16000,2.496,0.8912509083747864,0.062456171959638596,20
data/raw/crema-d/1002_DFA_FEA_XX.wav,data/interim/crema-d/1002/1002_DFA_FEA_XX_16k_mono_trim_norm.wav,16000,1.248,0.8912509083747864,0.1574072688817978,20
data/raw/crema-d/1002_DFA_HAP_XX.wav,data/interim/crema-d/1002/1002_DFA_HAP_XX_16k_mono_trim_norm.wav,16000,0.896,0.8912509679794312,0.1012139841914177,20
data/raw/crema-d/1002_DFA_NEU_XX.wav,data/interim/crema-d/1002/1002_DFA_NEU_XX_16k_mono_trim_norm.wav,16000,2.496,0.8912509083747864,0.11596127599477768,20
data/raw/crema-d/1002_DFA_SAD_XX.wav,data/interim/crema-d/1002/1002_DFA_SAD_XX_16k_mono_trim_norm.wav,16000,2.369,0.8912509083747864,0.12172932177782059,20
data/raw/crema-d/1002_IEO_ANG_HI.wav,data/interim/crema-d/1002/1002_IEO_ANG_HI_16k_mono_trim_norm.wav,16000,0.928,0.8912509083747864,0.12244721502065659,20
data/raw/crema-d/1002_IEO_ANG_LO.wav,data/interim/crema-d/1002/1002_IEO_ANG_LO_16k_mono_trim_norm.wav,16000,0.864,0.8912509083747864,0.1248558834195137,20
data/raw/crema-d/1002_IEO_ANG_MD.wav,data/interim/crema-d/1002/1002_IEO_ANG_MD_16k_mono_trim_norm.wav,16000,1.056,0.8912509679794312,0.1303914338350296,20
data/raw/crema-d/1002_IEO_DIS_HI.wav,data/interim/crema-d/1002/1002_IEO_DIS_HI_16k_mono_trim_norm.wav,16000,3.003,0.8912509083747864,0.07071579247713089,20
data/raw/crema-d/1002_IEO_DIS_LO.wav,data/interim/crema-d/1002/1002_IEO_DIS_LO_16k_mono_trim_norm.wav,16000,1.12,0.8912509083747864,0.11786758899688721,20
data/raw/crema-d/1002_IEO_DIS_MD.wav,data/interim/crema-d/1002/1002_IEO_DIS_MD_16k_mono_trim_norm.wav,16000,0.928,0.8912509083747864,0.14926794171333313,20
data/raw/crema-d/1002_IEO_FEA_HI.wav,data/interim/crema-d/1002/1002_IEO_FEA_HI_16k_mono_trim_norm.wav,16000,0.928,0.8912509083747864,0.10653409361839294,20
data/raw/crema-d/1002_IEO_FEA_LO.wav,data/interim/crema-d/1002/1002_IEO_FEA_LO_16k_mono_trim_norm.wav,16000,0.96,0.8912509679794312,0.12740114331245422,20
data/raw/crema-d/1002_IEO_FEA_MD.wav,data/interim/crema-d/1002/1002_IEO_FEA_MD_16k_mono_trim_norm.wav,16000,1.856,0.8912509083747864,0.08930335938930511,20
data/raw/crema-d/1002_IEO_HAP_HI.wav,data/interim/crema-d/1002/1002_IEO_HAP_HI_16k_mono_trim_norm.wav,16000,1.088,0.8912509679794312,0.11470940709114075,20
data/raw/crema-d/1002_IEO_HAP_LO.wav,data/interim/crema-d/1002/1002_IEO_HAP_LO_16k_mono_trim_norm.wav,16000,2.272,0.8912509083747864,0.09232020378112793,20
data/raw/crema-d/1002_IEO_HAP_MD.wav,data/interim/crema-d/1002/1002_IEO_HAP_MD_16k_mono_trim_norm.wav,16000,1.056,0.8912509083747864,0.10075878351926804,20
data/raw/crema-d/1002_IEO_NEU_XX.wav,data/interim/crema-d/1002/1002_IEO_NEU_XX_16k_mono_trim_norm.wav,16000,2.56,0.8912509083747864,0.10106471180915833,20
data/raw/crema-d/1002_IEO_SAD_HI.wav,data/interim/crema-d/1002/1002_IEO_SAD_HI_16k_mono_trim_norm.wav,16000,2.7361,0.8912509083747864,0.13291403651237488,20
data/raw/crema-d/1002_IEO_SAD_LO.wav,data/interim/crema-d/1002/1002_IEO_SAD_LO_16k_mono_trim_norm.wav,16000,2.2689,0.8912509083747864,0.14051848649978638,20
data/raw/crema-d/1002_IEO_SAD_MD.wav,data/interim/crema-d/1002/1002_IEO_SAD_MD_16k_mono_trim_norm.wav,16000,2.3691,0.8912509083747864,0.1360800713300705,20
data/raw/crema-d/1002_IOM_ANG_XX.wav,data/interim/crema-d/1002/1002_IOM_ANG_XX_16k_mono_trim_norm.wav,16000,1.344,0.8912509083747864,0.13402751088142395,20
data/raw/crema-d/1002_IOM_DIS_XX.wav,data/interim/crema-d/1002/1002_IOM_DIS_XX_16k_mono_trim_norm.wav,16000,1.344,0.8912509679794312,0.13704881072044373,20
data/raw/crema-d/1002_IOM_FEA_XX.wav,data/interim/crema-d/1002/1002_IOM_FEA_XX_16k_mono_trim_norm.wav,16000,1.184,0.8912509679794312,0.1919018030166626,20
data/raw/crema-d/1002_IOM_HAP_XX.wav,data/interim/crema-d/1002/1002_IOM_HAP_XX_16k_mono_trim_norm.wav,16000,1.024,0.8912509679794312,0.1180865690112114,20
data/raw/crema-d/1002_IOM_NEU_XX.wav,data/interim/crema-d/1002/1002_IOM_NEU_XX_16k_mono_trim_norm.wav,16000,2.272,0.8912509083747864,0.15268871188163757,20
data/raw/crema-d/1002_IOM_SAD_XX.wav,data/interim/crema-d/1002/1002_IOM_SAD_XX_16k_mono_trim_norm.wav,16000,2.624,0.8912509083747864,0.09805856645107269,20
data/raw/crema-d/1002_ITH_ANG_XX.wav,data/interim/crema-d/1002/1002_ITH_ANG_XX_16k_mono_trim_norm.wav,16000,1.376,0.8912509679794312,0.08219195902347565,20
data/raw/crema-d/1002_ITH_DIS_XX.wav,data/interim/crema-d/1002/1002_ITH_DIS_XX_16k_mono_trim_norm.wav,16000,2.208,0.8912509083747864,0.08684511482715607,20
data/raw/crema-d/1002_ITH_FEA_XX.wav,data/interim/crema-d/1002/1002_ITH_FEA_XX_16k_mono_trim_norm.wav,16000,3.424,0.8912509083747864,0.06069234013557434,20
data/raw/crema-d/1002_ITH_HAP_XX.wav,data/interim/crema-d/1002/1002_ITH_HAP_XX_16k_mono_trim_norm.wav,16000,1.376,0.8912509083747864,0.14143428206443787,20
data/raw/crema-d/1002_ITH_NEU_XX.wav,data/interim/crema-d/1002/1002_ITH_NEU_XX_16k_mono_trim_norm.wav,16000,2.496,0.8912509083747864,0.12188208103179932,20
data/raw/crema-d/1002_ITH_SAD_XX.wav,data/interim/crema-d/1002/1002_ITH_SAD_XX_16k_mono_trim_norm.wav,16000,2.7361,0.8912509083747864,0.07087574154138565,20
data/raw/crema-d/1002_ITS_ANG_XX.wav,data/interim/crema-d/1002/1002_ITS_ANG_XX_16k_mono_trim_norm.wav,16000,1.856,0.8912509083747864,0.05376441776752472,20
data/raw/crema-d/1002_ITS_DIS_XX.wav,data/interim/crema-d/1002/1002_ITS_DIS_XX_16k_mono_trim_norm.wav,16000,2.784,0.8912509083747864,0.07803165167570114,20
data/raw/crema-d/1002_ITS_FEA_XX.wav,data/interim/crema-d/1002/1002_ITS_FEA_XX_16k_mono_trim_norm.wav,16000,1.12,0.8912509083747864,0.156255304813385,20
data/raw/crema-d/1002_ITS_HAP_XX.wav,data/interim/crema-d/1002/1002_ITS_HAP_XX_16k_mono_trim_norm.wav,16000,1.408,0.8912509679794312,0.12076133489608765,20
data/raw/crema-d/1002_ITS_NEU_XX.wav,data/interim/crema-d/1002/1002_ITS_NEU_XX_16k_mono_trim_norm.wav,16000,2.272,0.8912509679794312,0.12852883338928223,20
data/raw/crema-d/1002_ITS_SAD_XX.wav,data/interim/crema-d/1002/1002_ITS_SAD_XX_16k_mono_trim_norm.wav,16000,2.6359,0.8912509679794312,0.10388503223657608,20
data/raw/crema-d/1002_IWL_ANG_XX.wav,data/interim/crema-d/1002/1002_IWL_ANG_XX_16k_mono_trim_norm.wav,16000,1.472,0.8912509083747864,0.11772569268941879,20
data/raw/crema-d/1002_IWL_DIS_XX.wav,data/interim/crema-d/1002/1002_IWL_DIS_XX_16k_mono_trim_norm.wav,16000,1.632,0.8912509679794312,0.1191057562828064,20
data/raw/crema-d/1002_IWL_FEA_XX.wav,data/interim/crema-d/1002/1002_IWL_FEA_XX_16k_mono_trim_norm.wav,16000,3.232,0.8912509679794312,0.09176649898290634,20
data/raw/crema-d/1002_IWL_HAP_XX.wav,data/interim/crema-d/1002/1002_IWL_HAP_XX_16k_mono_trim_norm.wav,16000,1.984,0.8912509083747864,0.14207419753074646,20
data/raw/crema-d/1002_IWL_NEU_XX.wav,data/interim/crema-d/1002/1002_IWL_NEU_XX_16k_mono_trim_norm.wav,16000,2.6039,0.8912509083747864,0.14557215571403503,20
data/raw/crema-d/1002_IWL_SAD_XX.wav,data/interim/crema-d/1002/1002_IWL_SAD_XX_16k_mono_trim_norm.wav,16000,2.6707,0.8912509083747864,0.10349850356578827,20
data/raw/crema-d/1002_IWW_ANG_XX.wav,data/interim/crema-d/1002/1002_IWW_ANG_XX_16k_mono_trim_norm.wav,16000,1.088,0.8912509679794312,0.1291051059961319,20
data/raw/crema-d/1002_IWW_DIS_XX.wav,data/interim/crema-d/1002/1002_IWW_DIS_XX_16k_mono_trim_norm.wav,16000,1.44,0.8912509679794312,0.1280261129140854,20
data/raw/crema-d/1002_IWW_FEA_XX.wav,data/interim/crema-d/1002/1002_IWW_FEA_XX_16k_mono_trim_norm.wav,16000,2.4,0.8912509083747864,0.09644348174333572,20
data/raw/crema-d/1002_IWW_HAP_XX.wav,data/interim/crema-d/1002/1002_IWW_HAP_XX_16k_mono_trim_norm.wav,16000,1.408,0.8912509083747864,0.12166491895914078,20
data/raw/crema-d/1002_IWW_NEU_XX.wav,data/interim/crema-d/1002/1002_IWW_NEU_XX_16k_mono_trim_norm.wav,16000,2.464,0.8912509679794312,0.1598266363143921,20
data/raw/crema-d/1002_IWW_SAD_XX.wav,data/interim/crema-d/1002/1002_IWW_SAD_XX_16k_mono_trim_norm.wav,16000,2.369,0.8912509679794312,0.10967183113098145,20
data/raw/crema-d/1002_MTI_ANG_XX.wav,data/interim/crema-d/1002/1002_MTI_ANG_XX_16k_mono_trim_norm.wav,16000,1.504,0.8912509679794312,0.11828916519880295,20
data/raw/crema-d/1002_MTI_DIS_XX.wav,data/interim/crema-d/1002/1002_MTI_DIS_XX_16k_mono_trim_norm.wav,16000,2.112,0.8912509679794312,0.11721265316009521,20
data/raw/crema-d/1002_MTI_FEA_XX.wav,data/interim/crema-d/1002/1002_MTI_FEA_XX_16k_mono_trim_norm.wav,16000,1.536,0.8912509083747864,0.18644440174102783,20
data/raw/crema-d/1002_MTI_HAP_XX.wav,data/interim/crema-d/1002/1002_MTI_HAP_XX_16k_mono_trim_norm.wav,16000,1.344,0.8912509083747864,0.16057299077510834,20
data/raw/crema-d/1002_MTI_NEU_XX.wav,data/interim/crema-d/1002/1002_MTI_NEU_XX_16k_mono_trim_norm.wav,16000,2.8695,0.8912509083747864,0.12114819139242172,20
data/raw/crema-d/1002_MTI_SAD_XX.wav,data/interim/crema-d/1002/1002_MTI_SAD_XX_16k_mono_trim_norm.wav,16000,2.368,0.8912509083747864,0.08797762542963028,20
data/raw/crema-d/1002_TAI_ANG_XX.wav,data/interim/crema-d/1002/1002_TAI_ANG_XX_16k_mono_trim_norm.wav,16000,1.184,0.8912509679794312,0.1273089051246643,20
data/raw/crema-d/1002_TAI_DIS_XX.wav,data/interim/crema-d/1002/1002_TAI_DIS_XX_16k_mono_trim_norm.wav,16000,1.632,0.8912509083747864,0.14549188315868378,20
data/raw/crema-d/1002_TAI_FEA_XX.wav,data/interim/crema-d/1002/1002_TAI_FEA_XX_16k_mono_trim_norm.wav,16000,2.176,0.8912509083747864,0.1362784504890442,20
data/raw/crema-d/1002_TAI_HAP_XX.wav,data/interim/crema-d/1002/1002_TAI_HAP_XX_16k_mono_trim_norm.wav,16000,1.408,0.8912509083747864,0.11270838975906372,20
data/raw/crema-d/1002_TAI_NEU_XX.wav,data/interim/crema-d/1002/1002_TAI_NEU_XX_16k_mono_trim_norm.wav,16000,2.624,0.8912509083747864,0.14129336178302765,20
